page,en,zh
16,Mike: Wow! Can I join you next year?,迈克：哇！明年我可以加入你们吗？
16,Binbin: Sure. You can also join us for the Spring Festival. We can paste fu and eat jiaozi together.,彬彬：当然可以。你也可以来和我们一起过春节。我们可以一起贴福字，吃饺子。
16,Mike: Great! I can't wait!,迈克：太好了！我迫不及待了！
16,What did Binbin do in the Mid-Autumn Festival?,彬彬在中秋节做了什么？
16,What did you do in the last Mid-Autumn Festival?,你上次中秋节做了什么？
16,🟠 Ask and answer,🟠 问一问，答一答
16,Think of what you did last Teachers' Day. Then talk with your partner.,想想你上次教师节做了什么，然后和同伴交流。
16,Did you draw pictures for our teachers?,你为我们的老师画画了吗？
16,"No, I didn't. I took some photos. Did you make cards for our teachers?",没有。我拍了一些照片。你为我们的老师做卡片了吗？
16,"Yes, I did.",是的，我做了。
16,,✅ 参考答案示例
16,T or F:,
16,F,
16,F,
16,What did Binbin do in the Mid-Autumn Festival? Binbin's aunt's family visited them. They enjoyed mooncakes and fruit. Grandpa told them some stories about the festival.,彬彬的中秋节：姑姑一家来做客，他们品尝了月饼和水果，爷爷给大家讲了关于节日的故事。
16,What did you do in the last Mid-Autumn Festival? I had a family dinner and enjoyed mooncakes with my family. We watched the moon together.,上次中秋节我和家人吃了团圆饭，一起品尝了月饼，还一起赏月。
16,Ask and answer,"示例： Did you draw pictures for our teachers? No, I didn't. I made a card for my teacher. Did you sing a song for your teachers? Yes, I did. My teacher was very happy."
17,🟠 Let's learn,🟠 学一学
17,My dad and I cleaned the house.,我和爸爸打扫了房子。
17,My sister and I pasted fu on the door.,我和姐姐在门上贴了福字。
17,We dressed in red.,我们穿上了红色的衣服。
17,We waited for the Spring Festival Gala.,我们等待着春节晚会的开始。
17,We counted down to the new year.,我们倒数迎接新年的到来。
17,Mike: What did you do for the Spring Festival?,迈克：你春节做了什么？
17,Binbin: Xinxin and I pasted fu on the door.,彬彬：我和欣欣在门上贴了福字。
17,🟠 Play a guessing game,🟠 玩猜谜游戏
17,Did you eat mooncakes?,你们吃月饼了吗？
17,"No, we didn't.",不，我们没有。
17,Did you count down to 12 o'clock?,你们倒数到12点了吗？
17,"Yes, we did.",是的，我们倒数了。
17,"Oh, it's the Spring Festival.",哦，那是春节。
17,Children's Day,儿童节
17,Dragon Boat Festival,端午节
17,Lantern Festival,元宵节
17,Mid-Autumn Festival,中秋节
17,National Day,国庆节
17,Teachers' Day,教师节
17,,✅ 参考答案示例
17,,"猜谜游戏示例一： Did you dress in red? Yes, we did. Did you paste fu on the door? Yes, we did. Oh, it's the Spring Festival!"
17,,"猜谜游戏示例二： Did you eat rice dumplings? Yes, we did. Did you watch dragon boat races? Yes, we did. Oh, it's the Dragon Boat Festival!"
17,,"猜谜游戏示例三： Did you get gifts? Yes, we did. Did you play games at school? Yes, we did. Oh, it's Children's Day!"
18,B How can big events bring us together?,大型活动如何将我们聚在一起？
18,🟠 Let's talk,🟠 让我们来谈一谈
18,"Binbin, Chen Jie and Amy are talking about last weekend. Listen and answer. 🎧",彬彬、陈洁和艾米正在谈论上个周末的事。听录音并回答。🎧
18,"Chen Jie: Hi, Binbin. How was your weekend?",陈洁：嗨，彬彬。你的周末过得怎么样？
18,Binbin: Great! I went to a science fair. I really liked it.,彬彬：很棒！我去了科学展。我非常喜欢。
18,Amy: What did you like about it?,艾米：你喜欢科学展的哪些方面？
18,Binbin: I talked to some scientists. I also saw a robot. It looked like Robin. Maybe Robin can meet it one day.,彬彬：我和一些科学家交谈了。我还看到一个机器人，它长得像罗宾。也许罗宾有一天能见到它。
18,Chen Jie: I hope so.,陈洁：我希望如此。
18,What did Binbin do last weekend?,彬彬上周末做了什么？
18,Did Robin go with Binbin?,罗宾和彬彬一起去了吗？
18,"Chen Jie: How was your weekend, Amy?",陈洁：艾米，你的周末过得怎么样？
18,Amy: It was great. My mother and I went to a marathon on Sunday. She worked as a volunteer. I watched the race.,艾米：很棒。我妈妈和我周日去看了马拉松比赛。她做了一名志愿者。我观看了比赛。
18,Chen Jie: What did you like about it?,陈洁：你喜欢比赛的哪些方面？
18,Amy: I liked watching the runners. They ran very fast. I cheered for them.,艾米：我喜欢看选手们跑步。他们跑得非常快。我为他们加油助威。
18,"Binbin: Nice! And you, Chen Jie? What did you do last weekend?",彬彬：很棒！那你呢，陈洁？你上周末做了什么？
18,Chen Jie: I joined an online book fair. I liked it very much.,陈洁：我参加了一个线上书展。我非常喜欢。
18,Binbin: What did you like about it?,彬彬：你喜欢书展的哪些方面？
18,Chen Jie: We shared ideas and talked about different books online.,陈洁：我们在网上分享想法，讨论不同的书籍。
18,Binbin: That sounds fun!,彬彬：听起来很有趣！
18,Did Amy and Chen Jie like the events?,艾米和陈洁喜欢这些活动吗？
18,What did they like about them?,她们喜欢这些活动的哪些方面？
18,🟠 Choose and discuss,🟠 选一选，讨论一讨论
18,birthday,生日聚会
18,sports meet,运动会
18,school trip,学校郊游
18,How was your ...?,你的……过得怎么样？
18,What did you like about it?,你喜欢它的哪些方面？
18,It was ...,那真是……
18,,I ... 我……
18,cheered for the players,为选手们加油助威
18,enjoyed delicious food,享用了美味的食物
18,hiked in the mountains,在山里徒步
18,played games,玩了游戏
18,sang and danced,又唱又跳
18,watched the race,观看了比赛
18,,✅ 参考答案示例
18,1. What did Binbin do last weekend? Binbin went to a science fair last weekend. He talked to some scientists and saw a robot that looked like Robin.,彬彬上周末去了科学展。他和科学家交谈，还看到一个长得像罗宾的机器人。
18,"2. Did Robin go with Binbin? No, Robin did not go with Binbin.",不，罗宾没有和彬彬一起去。
18,"Did Amy and Chen Jie like the events? Yes, they did. They both liked their events very much.",是的，她们都很喜欢各自参加的活动。
18,What did they like about them? Amy liked watching the runners at the marathon. Chen Jie liked sharing ideas and talking about books at the online book fair.,艾米喜欢在马拉松比赛中观看选手跑步。陈洁喜欢在线上书展中分享想法和讨论书籍。
18,Choose and discuss 示例： How was your sports meet? It was exciting. I cheered for the players. They ran very fast. What did you like about it? I liked watching the races. I also played games with my classmates.,你的运动会过得怎么样？ 非常精彩。我为选手们加油助威。他们跑得非常快。 你喜欢运动会的哪些方面？ 我喜欢观看比赛。我还和同学们一起玩了游戏。
19,🟠 Let's learn,🟠 学一学
19,The writer read his book to the children.,这位作家把他的书读给孩子们听。
19,People from different places ran a marathon.,来自不同地方的人们跑了一场马拉松。
19,Students made different robots.,学生们制作了不同的机器人。
19,Children sang and danced in an art festival.,孩子们在艺术节上又唱又跳。
19,Children wore beautiful clothes on National Day.,孩子们在国庆节穿上了漂亮的衣服。
19,Zhang Peng: Did you go to the book fair yesterday?,张鹏：你昨天去书展了吗？
19,"Sarah: Yes, I did.",莎拉：是的，我去了。
19,Zhang Peng: What did you like about it?,张鹏：你喜欢书展的哪些方面？
19,Sarah: The writer read his book to us.,莎拉：这位作家把他的书读给我们听。
19,🟠 Look and say,🟠 看一看，说一说
19,Students in Class One did fun activities on Earth Day. They ...,一班的同学们在地球日做了很多有趣的活动。他们……
19,They went camping together. Some students put up a camp and ...,他们一起去露营。一些同学搭起了帐篷……
19,Some students ...,一些同学……
19,They ...,他们……
19,danced　helped　made　ran　read　sang　wore,跳了舞　帮了忙　制作了　跑步了　阅读了　唱了歌　穿上了
19,,✅ 参考答案示例
19,Students in Class One did fun activities on Earth Day.,
19,Students in Class One did fun activities on Earth Day. They ran and sang together. Some students made beautiful cards. Some students wore green clothes to show their love for the Earth.,一班的同学们在地球日做了很多有趣的活动。他们一起跑步和唱歌。一些同学制作了漂亮的卡片。一些同学穿上绿色的衣服来表达对地球的热爱。
19,They went camping together.,
19,They went camping together. Some students put up a camp and sang songs around the fire. Some students read books in the tent. They helped each other and danced under the stars.,他们一起去露营。一些同学搭起了帐篷，围着篝火唱歌。一些同学在帐篷里读书。他们互相帮助，在星空下跳舞。
20,🟠 Read and write 🎧,🟠 读一读，写一写 🎧
20,Listen and number the pictures. Say more about these festivals.,听录音，给图片编号。说说更多关于这些节日的内容。
20,,感恩母亲节
20,,母亲节
20,Carnival,狂欢节
20,Christmas,圣诞节
20,,春节
20,（ ）　（ ）　（ ）　（ ）,
20,"Sunday, 22 June",六月二十二日，星期日
20,The notice about the dragon boat race finally came out last Friday. I was excited because my father was on a race team!,关于龙舟比赛的通知终于在上周五发布了。我非常兴奋，因为我父亲是一支参赛队的成员！
20,"In the morning, my dad woke up early. We went to the river later and waited for the race. Then the judge counted down and the race began! I ran and cheered for my dad. His boat was very fast. Finally, his team won the race! They all sang their team song together. They were so happy!",早上，爸爸很早就起床了。后来我们去了河边，等待比赛开始。接着裁判开始倒计时，比赛开始了！我跑着为爸爸加油助威。他的船速非常快。最终，他的队伍赢得了比赛！他们一起唱起了队歌。他们太高兴了！
20,"In the evening, our family made zongzi and had a big dinner for the festival, and for the winner, my dad! It was the best Dragon Boat Festival ever!",晚上，我们全家包了粽子，为这个节日，也为获胜的爸爸举办了一场盛大的晚宴！这是有史以来最棒的端午节！
20,NOTICE,通知
20,Love boats? Like exciting races? The Dragon Boat Festival is coming. Come and join us!,喜欢龙舟？喜欢激动人心的比赛？端午节就要来了，快来加入我们吧！
20,Time: 8:30 a.m. Sunday,时间：星期日上午八点三十分
20,Place: Xingfu River,地点：幸福河
20,Xingfu Community,幸福社区
21,🟠 Write F (Fact) or O (Opinion).,🟠 写F（事实）或O（观点）。
21,My father was on a race team. ( ),我父亲是一支参赛队的成员。（ ）
21,The judge counted down and the race began! ( ),裁判开始倒计时，比赛开始了！（ ）
21,"Finally, his team won the race! ( )",最终，他的队伍赢得了比赛！（ ）
21,It was the best Dragon Boat Festival ever! ( ),这是有史以来最棒的端午节！（ ）
21,🟠 Read and answer.,🟠 读一读，回答问题。
21,What activities did the people in the text do in the Dragon Boat Festival?,文中的人们在端午节做了哪些活动？
21,"What can you infer from ""finally"" in the first sentence?","从第一句话中的""终于""你能推断出什么？"
21,🟠 Read the text again and fill in the blanks.,🟠 再次阅读课文，填写空白处。
21,Before the race,比赛前
21,The boy _______ the notice. He was excited.,男孩看到了通知。他非常兴奋。
21,During the race,比赛中
21,"The family went to the river early and _______ for the race. Then the judge _______. The boy _______ and cheered for his father. Finally, his father's team won. They _______ their team song.",一家人很早就去了河边，等待比赛。接着裁判_______。男孩_______并为父亲加油助威。最终，他父亲的队伍获胜了。他们唱起了队歌。
21,"In the evening, they _______ zongzi and had a big dinner.",晚上，他们_______粽子并举办了一场盛大的晚宴。
21,🟠 What are some fun things you did in a festival or a big event? Write them down.,🟠 你在节日或大型活动中做过哪些有趣的事？把它们写下来。
21,"_______ was great fun! First, we _______.",真是太有趣了！首先，我们。
21,,✅ 参考答案示例
21,Write F or O:,
21,F,
21,F,
21,F,
21,O,
21,Read and answer:,
21,"What activities did the people in the text do in the Dragon Boat Festival? They watched and cheered for the dragon boat race. In the evening, they made zongzi and had a big dinner together.",他们观看了龙舟比赛并为选手加油助威。晚上，他们一起包了粽子，举办了一场盛大的晚宴。
21,"What can you infer from ""finally"" in the first sentence? We can infer that the boy had been waiting for the notice for a long time. He was very eager to know about the race.",我们可以推断出这个男孩已经等待这个通知很久了。他非常迫切地想知道比赛的消息。
21,Fill in the blanks:,
21,Before the race: The boy read the notice. He was excited.,
21,"During the race: The family went to the river early and waited for the race. Then the judge counted down. The boy ran and cheered for his father. Finally, his father's team won. They sang their team song.",
21,"In the evening, they made zongzi and had a big dinner.",
21,Write them down,示例：
21,"The Spring Festival was great fun! First, we cleaned the house and pasted fu on the door. Then we had a big family dinner together. We also watched the Spring Festival Gala and counted down to the new year. It was so exciting!",春节真是太有趣了！首先，我们打扫了房间并在门上贴了福字。然后我们一起吃了一顿丰盛的家庭晚宴。我们还观看了春节晚会并一起倒数迎接新年。真是太令人兴奋了！
22,C Project: Present snapshots from school events,项目：展示学校活动的精彩瞬间
22,1 Mr Jones and Binbin are talking about school events. Listen and fill in the table. 🎧,琼斯老师和彬彬正在谈论学校活动。听录音，填写下面的内容。🎧
22,,去年的活动
22,,去了一家老人院
22,,·_______ 房间
22,,·在窗户上贴剪纸
22,,·_______ 饺子
22,,·大声朗读_______ 报纸
22,,今年的计划
22,,邀请爷爷奶奶到学校
22,,·_______ 和_______ 欢迎他们
22,,·观看老照片
22,2 Here are photos from the school events. Look and role-play.,这里有一些学校活动的照片。看图并进行角色扮演。
22,Miss White: Are these photos from the Double Ninth Festival this year?,怀特老师：这些是今年重阳节的照片吗？
22,"Binbin: Yes, they are.",彬彬：是的，就是。
22,Miss White: Did the old people have a good time?,怀特老师：老人们玩得开心吗？
22,"Binbin: Yes, they did.",彬彬：是的，他们玩得很开心。
22,Miss White: What did they like about it?,怀特老师：他们喜欢什么？
22,Binbin: ...,彬彬：……
22,Miss White: Did you ...?,怀特老师：你们……了吗？
22,Binbin: ...,彬彬：……
22,am/is—was　　are—were,
22,clean—cleaned　　paste—pasted　　play—played,
22,visit—visited　　watch—watched,
22,do—did　　go—went　　make—made,
22,read—read　　see—saw,✅ 参考答案示例
22,Listen and fill in:,去年的活动：
22,·去了一家老人院 ·cleaned 房间 ·在窗户上贴剪纸 ·made 饺子 ·大声朗读 old 报纸,今年的计划：
22,,· 邀请爷爷奶奶到学校 ·sang and danced 欢迎他们 ·观看老照片
22,Role-play,示例：
22,Miss White: What did they like about it? Binbin: They liked watching the students play and sing. They were very happy.,
22,"Miss White: Did you make anything for them? Binbin: Yes, we did. We made paper cuttings and gave them to the old people as gifts.",怀特老师：他们喜欢什么？ 彬彬：他们喜欢看同学们表演和唱歌。他们非常开心。
22,,怀特老师：你们有没有为他们做些什么？ 彬彬：是的，我们做了。我们制作了剪纸，并把它们作为礼物送给老人们。
23,3 Prepare your snapshots.,准备你的精彩瞬间。
23,Chen Jie and Liu Xin played the pipa to greet the old people.,陈洁和刘鑫弹奏琵琶来欢迎老人们。
23,Mike and John did wonderful kung fu. What a great show!,迈克和约翰表演了精彩的功夫。真是一场精彩的演出！
23,4 Present your snapshots in class.,在课堂上展示你的精彩瞬间。
23,These are snapshots from ...,这些是来自……的精彩瞬间。
23,Self-assessment,自我评价
23,I can say what people do in festivals or big events.,我能说出人们在节日或大型活动中所做的事情。
23,I can describe family activities during traditional Chinese festivals.,我能描述传统中国节日期间的家庭活动。
23,I can share ideas about what brings people together.,我能分享关于是什么将人们聚在一起的想法。
23,I can order and write about things I did in a festival or a big event.,我能按顺序写出我在节日或大型活动中所做的事情。
23,,✅ 参考答案示例
23,Present your snapshots,示例：
23,These are snapshots from our Double Ninth Festival event at school. Chen Jie and Liu Xin played the pipa to greet the old people. The old people loved it very much. Mike and John did wonderful kung fu. What a great show! We also made zongzi and sang songs together. Everyone had a great time!,这些是我们学校重阳节活动的精彩瞬间。陈洁和刘鑫弹奏琵琶来欢迎老人们。老人们非常喜欢。迈克和约翰表演了精彩的功夫，真是一场精彩的演出！我们还一起包了粽子，唱了歌。每个人都度过了美好的时光！
24,Reading time,阅读时间
24,The Story of Nian,年的故事
24,Scene 1,第一幕
24,"Narrator: One night, an old man came to a village. He saw the local people running away.",旁白：一天夜里，一位老人来到一个村庄。他看到当地的村民们正在四处逃跑。
24,"Old man: Excuse me, why are you running? What happened?",老人：打扰一下，你们为什么要跑？发生了什么事？
24,"Villager: The monster Nian will come! Last year, it ate many animals. We are all afraid of it.","村民：怪兽""年""要来了！去年，它吃了许多动物。我们都很害怕它。"
24,Old man: Wait! I have a good idea. I can help you!,老人：等等！我有一个好主意。我能帮助你们！
24,Villager: The monster is very strong. You should run away to the mountains with us!,村民：这个怪兽非常强大。你应该和我们一起逃到山里去！
24,Old man: No. I will stay alone in the village and face Nian.,"老人：不。我会独自留在村子里面对""年""。"
24,Scene 2,第二幕
24,"Narrator: The old man stayed in the village. Then, at midnight, the monster came.",旁白：老人留在了村子里。然后，在午夜时分，怪兽来了。
24,Nian: What is that red paper on the doors and windows? I hate the colour red! Why are the windows so bright? I hate bright lights!,年：门窗上贴的是什么红色的纸？我讨厌红色！为什么窗户这么亮？我讨厌强光！
24,Old man: Aha! He looks worried.,老人：啊哈！它看起来很担心。
24,Narrator: Then the old man set off fireworks. Bang! Bang! Bang!,旁白：然后老人点燃了烟花。砰！砰！砰！
24,"Nian: Oh no! I hate loud noises! No, no!",年：不好了！我讨厌巨大的声响！不，不要！
25,Scene 3,第三幕
25,"Narrator: Nian was very afraid and ran back to the sea. The next day, the villagers came back to the village.","旁白：""年""非常害怕，跑回了大海。第二天，村民们回到了村子里。"
25,Villager 1: I can't believe it! All our animals are safe!,村民一：真不敢相信！我们所有的动物都平安无事！
25,Villager 2: How did you do it?,村民二：你是怎么做到的？
25,"Old man: Last night, I pasted red paper on the doors and windows and I also lit many candles. Finally, I set off fireworks. He ran away!",老人：昨晚，我在门窗上贴了红纸，还点了许多蜡烛。最后，我放了烟花。它就跑走了！
25,Villagers: Hooray! We are safe!,村民们：万岁！我们得救了！
25,"Narrator: From then on, on New Year's Eve, people get together to celebrate the coming new year. They paste fu and Spring Festival couplets on their doors and set off fireworks. This is why the Spring Festival is also called guonian.","旁白：从那以后，每逢除夕，人们便聚在一起庆祝新年的到来。他们在门上贴福字和春联，并燃放烟花。这就是为什么春节也被称为""过年""的原因。"
25,,✅ 参考答案示例
25,"Why is the Spring Festival also called guonian? Because from then on, people get together on New Year's Eve to celebrate the coming new year. They paste fu and Spring Festival couplets on their doors and set off fireworks, just like the old man did to scare Nian away.","春节为什么也叫""过年""？ 因为从那时起，人们每逢除夕便聚在一起庆祝新年。他们在门上贴福字和春联，燃放烟花，就像那位老人赶走""年""时所做的那样。"
25,"What did the old man do to scare Nian away? He pasted red paper on the doors and windows, lit many candles and set off fireworks. Nian hated the colour red, bright lights and loud noises, so it ran away.","那位老人做了什么来吓走""年""？ 他在门窗上贴了红纸，点了许多蜡烛，还燃放了烟花。""年""讨厌红色、强光和巨大的声响，所以它就逃走了。"
