page,en,zh
54,Mike: How beautiful! I really want to travel to Mars.,迈克：多美啊！我真的很想去火星旅行。
54,"Chen Jie: Maybe you can go one day. China already put a rover on Mars. We learn more about the ""red planet"" every year.","陈洁：也许有一天你可以去。中国已经在火星上放置了一辆探测车。我们每年都在更多地了解这颗""红色星球""。"
54,What is on Mars?,火星上有什么？
54,What else do you know about Mars?,关于火星，你还知道什么？
54,🟠 Look and role-play,🟠 看一看，角色扮演
54,What can you see in the sky?,你在天空中能看到什么？
54,I can see Earth and the Sun.,我能看到地球和太阳。
54,Is there any water on Mars?,火星上有水吗？
54,"Yes, there is.",是的，有水。
54,Ask more questions to the rover.,向探测车提出更多问题。
54,,✅ 参考答案示例
54,1. What is the magazine about? A. Mars.,
54,2. Why can't we live there? C. The air is thin.,
54,What is on Mars? There is water and soil on Mars. There is also a beautiful sunrise on Mars.,
54,"What else do you know about Mars? Mars is called the ""red planet."" China put a rover on Mars to explore it.",
54,Role-play（,"更多问题示例）: — Is there any air on Mars? — No, there isn't enough air for people to breathe. — Are there any plants on Mars? — No, there aren't any plants on Mars."
55,🟠 Let's learn,🟠 学一学
55,We explore space in different ways.,我们用不同的方式探索太空。
55,We can look into space with telescopes.,我们可以用望远镜观测太空。
55,Astronauts go into space.,宇航员进入太空。
55,They use a spaceship to fly there.,他们乘坐宇宙飞船飞往太空。
55,Some astronauts live for months on a space station.,一些宇航员在空间站上生活数月。
55,How can we explore space?,我们如何探索太空？
55,There are many ways. We can ...,有很多种方式。我们可以……
55,"🟠 Look, think and talk",🟠 看一看，思考并说一说
55,What do people use to explore space?,人们用什么来探索太空？
55,"We use telescopes, ...",我们使用望远镜……
55,What is man-made in the picture?,图中哪些是人造的？
55,"The space station, ...",空间站……
55,,✅ 参考答案示例
55,How can we explore space? There are many ways. We can ... We can use telescopes to look into space. Astronauts can go into space by spaceship. They can live and work on a space station.,
55,"What do people use to explore space? We use telescopes, spaceships, rovers and space stations to explore space.",
55,"What is man-made in the picture? The space station, the spaceship, the rover and the satellite are man-made.",
56,🟠 Read and write 🎧,🟠 读一读，写一写 🎧
56,Do you know any Chinese astronauts? List their names.,你认识哪些中国宇航员？列出他们的名字。
56,What do you know about an astronaut's life in space?,关于宇航员在太空中的生活，你了解什么？
56,What do astronauts do?,宇航员做什么？
56,Chinese astronauts are called taikonauts. Their life in space is special.,中国宇航员被称为太空人。他们在太空中的生活很特别。
56,"The taikonauts get up early in the morning. But getting ready is different. They can't use water to wash their faces. So taikonauts have to use a wet cloth. They brush their teeth with a special toothpaste and have to ""eat"" it!","太空人早晨早早起床。但他们的准备工作与众不同。他们不能用水洗脸，所以太空人必须用湿布擦脸。他们用特殊牙膏刷牙，并且必须把它""吃""掉！"
56,"Each day the taikonauts are very busy. They do a lot of work. For example, they grow vegetables and rice. Sometimes, they also give classes to children and answer questions about space.",太空人每天都非常忙碌。他们要做很多工作。例如，他们种植蔬菜和水稻。有时，他们还给孩子们上课并回答关于太空的问题。
56,It is hard work. The taikonauts must stay healthy. Every afternoon they do exercise to keep healthy and strong. But their job is also very interesting. They can see the sunrise and sunset 16 times a day. The view is amazing! There is no other job like this one.,这是一项艰苦的工作。太空人必须保持健康。他们每天下午锻炼，以保持健康和强壮。但他们的工作也非常有趣。他们每天能看到16次日出和日落。景色令人叹为观止！没有任何其他工作能与之相比。
57,🟠 Read and answer.,🟠 读一读并回答。
57,What do taikonauts grow?,太空人种植什么？
57,What do taikonauts do for children?,太空人为孩子们做什么？
57,Why do taikonauts exercise?,太空人为什么要锻炼？
57,🟠 Find information in the text to fill in the chart below.,🟠 从文章中找出信息，填写下面的图表。
57,Life in space is special,在太空中的生活很特别
57,Getting ready,准备工作
57,Everyday tasks,日常任务
57,Interesting parts,有趣的部分
57,🟠 Use information in the text to complete the class wall newspaper.,🟠 利用文章中的信息，完成班级墙报。
57,A day in space,在太空中的一天
57,It is special to be an astronaut. Early in the morning _______________. Every day is busy.,做一名宇航员是很特别的。清晨_______________。每天都很忙碌。
57,They grow _______________ and _______________.,他们种植_______________和_______________。
57,"Sometimes, _______________.",有时，_______________。
57,But their job is interesting. And the view is amazing!,但他们的工作很有趣。景色令人叹为观止！
57,,✅ 参考答案示例
57,1. What do taikonauts grow? They grow vegetables and rice.,
57,2. What do taikonauts do for children? They give classes to children and answer questions about space.,
57,3. Why do taikonauts exercise? They exercise to keep healthy and strong.,
57,Chart — Life in space is special:,
57,Getting ready,
57,Everyday tasks,
57,Interesting parts,
57,"They use a wet cloth to wash their faces. They brush their teeth with special toothpaste and have to ""eat"" it.",
57,They grow vegetables and rice. They give classes to children. They do exercise every afternoon.,
57,They can see the sunrise and sunset 16 times a day. The view is amazing.,
57,Wall newspaper — A day in space:,
57,"It is special to be an astronaut. Early in the morning, they use a wet cloth to wash their faces and brush their teeth with special toothpaste. Every day is busy.",
57,They grow vegetables and rice.,
57,"Sometimes, they give classes to children and answer questions about space.",
57,But their job is interesting. And the view is amazing!,
58,"C Project: Share the facts of Earth, the Sun and the Moon",项目：分享关于地球、太阳和月球的知识
58,1 What questions can we ask about the Sun? Listen and complete the sentences. 🎧,我们可以对太阳提出哪些问题？听录音并补全句子。🎧
58,Is the Sun a _______________?,太阳是一颗_______________吗？
58,Can a _______________ fly to the Sun?,_______________能飞到太阳吗？
58,Can _______________ feel the warmth of the Sun in the _______________?,_______________能在_______________感受到太阳的温暖吗？
58,Are there any _______________ around the Sun?,太阳周围有_______________吗？
58,2 Work in groups to make fact cards about space.,分组合作，制作关于太空的知识卡片。
58,Facts about the Sun,关于太阳的知识
58,It is a star. There isn't any life on it. It gives us light and keeps us warm.,它是一颗恒星。上面没有任何生命。它给我们光和温暖。
58,Facts about Earth,关于地球的知识
58,"It is a planet. There are oceans, mountains and _______________. There are _______________ around Earth.",它是一颗行星。上面有海洋、山脉和_______________。地球周围有_______________。
58,Facts about astronauts,关于宇航员的知识
58,"An astronaut studies space, stars and planets. They work in a _______________. They go there by _______________.",宇航员研究太空、星星和行星。他们在_______________工作。他们乘坐_______________前往那里。
58,,对话示例：
58,What facts do you know about the Sun?,关于太阳，你了解哪些知识？
58,The Sun gives us light and keeps us warm.,太阳给我们光和温暖。
58,Is there any life on the Sun?,太阳上有生命吗？
58,"No, there isn't. It ...",不，没有。它……
58,,✅ 参考答案示例
58,,完形填空答案：
58,Is the Sun a star?,
58,Can a spaceship fly to the Sun?,
58,Can astronauts feel the warmth of the Sun in the space station?,
58,Are there any planets around the Sun?,
58,Facts about Earth（,"填空）: It is a planet. There are oceans, mountains and forests. There are satellites around Earth."
58,Facts about astronauts（,"填空）: An astronaut studies space, stars and planets. They work in a space station. They go there by spaceship."
59,"3 Make models of Earth, the Sun and the Moon.",制作地球、太阳和月球的模型。
59,4 Share the facts in class.,在班级里分享这些知识。
59,,分享示例：
59,The Sun is very big and hot. There isn't any life on it. But it gives us light and keeps us warm.,太阳非常大而且炽热。上面没有任何生命。但它给我们光和温暖。
59,"Earth goes around the Sun. So we have four seasons. Earth spins, so we have day and night. In the daytime, we can see planes, birds, ...",地球绕着太阳运转，所以我们有四个季节。地球自转，所以我们有白天和黑夜。白天，我们可以看到飞机、鸟……
59,"An astronaut studies space, stars and planets. They work in ...",宇航员研究太空、星星和行星。他们在……工作。
59,🟠 Self-assessment,🟠 自我评价
59,I can describe what we see in the sky from Earth and from outer space.,我能描述从地球上和从外太空看到的天空中的事物。
59,I can share facts about Earth and Mars.,我能分享关于地球和火星的知识。
59,I can introduce different ways we can learn more about space.,我能介绍我们了解更多太空知识的不同方式。
59,I can write about astronauts' lives in space.,我能写一篇关于宇航员在太空中生活的文章。
60,Reading time,阅读时间
60,Some fun facts about our solar system,关于我们太阳系的趣味知识
60,,太阳系行星名称对照：
60,English,中文
60,,Sun 太阳
60,Mercury,水星
60,Venus,金星
60,Earth,地球
60,Mars,火星
60,Jupiter,木星
60,Saturn,土星
60,Uranus,天王星
60,Neptune,海王星
60,Moon,月球
60,①,
60,The closest planet to the Sun is not the hottest.,离太阳最近的行星并不是最热的。
60,The hottest planet is Venus. It has a temperature of about 467°C.,最热的行星是金星。它的温度约为467摄氏度。
60,②,
60,Jupiter's storm may be more than 300 years old.,木星上的风暴可能已经持续了300多年。
60,The name of the big storm on Jupiter is the Great Red Spot. It is wider than Earth.,木星上这场大风暴的名字叫大红斑。它比地球还宽。
60,③,
60,Neptune has the fastest wind in the solar system.,海王星拥有太阳系中最快的风。
60,"Neptune's winds can reach over 2,000 kilometres per hour.",海王星的风速可以超过每小时2000千米。
60,Is there any water on these planets?,这些行星上有水吗？
60,Very little.,非常少。
60,So there are no fish out there.,所以那里没有鱼。
61,④,
61,Saturn has over ten moons.,土星有超过十颗卫星。
61,It may have more! Scientists are still looking for them.,它可能还有更多！科学家们仍在寻找它们。
61,Are there any footprints on the Moon? How old are they?,月球上有脚印吗？它们有多少年了？
61,⑤,
61,Footprints on the Moon could stay there for a very long time.,月球上的脚印可以在那里保留很长时间。
61,They could be there for thousands of years!,它们可能会在那里保留数千年！
61,⑥,
61,There are thousands of pieces of space junk floating around Earth.,有数千块太空垃圾漂浮在地球周围。
61,Space junk is man-made objects left in space. And the number is growing!,太空垃圾是遗留在太空中的人造物体。而且数量还在不断增加！
61,What other facts do you know?,你还知道哪些趣味知识？
61,,✅ 参考答案示例
61,"Are there any footprints on the Moon? How old are they? Yes, there are footprints on the Moon. They are over 50 years old. Astronauts left them when they visited the Moon.",
61,"What other facts do you know? Mars is called the ""red planet."" The Sun is a star, not a planet. Earth is the only planet with life.",
