page,en,zh
29,🏥👨‍⚕️ What's the matter?,🏥👨‍⚕️ 你怎么了？
29,🤒 I have a bad cold. My head hurts and I have a runny nose.,🤒 我得了重感冒。我头痛而且流鼻涕。
29,🧒🤧 Mike（,迈克）has a bad cold. His head hurts and he has a runny nose.
29,,🧒🤧 迈克（Mike）得了重感冒。他头痛而且流鼻涕。
29,🧑🤒 He has a fever.,🧑🤒 他发烧了。
29,👧😷 She has a cough.,👧😷 她咳嗽了。
29,🟢 Look and role-play,🟢 看图，角色扮演
29,🏠 at home,🏠 在家
29,🏫 at school,🏫 在学校
29,🏥 in hospital,🏥 在医院
29,👩 What's the matter?,👩 你怎么了？
29,🤒 I have a bad cold. And I have a runny nose.,🤒 我得了重感冒。而且我流鼻涕。
29,👨‍⚕️ You should …,👨‍⚕️ 你应该……
29,🧑‍🏫 teacher　　👨‍👩‍👦 parents　　👨‍⚕️ doctor,🧑‍🏫 老师　　　👨‍👩‍👦 父母　　　👨‍⚕️ 医生
30,【Section Title】 How can we stay healthy?,【板块标题】 我们怎样保持健康？
30,【Let's talk】,【我们来聊聊】
30,🎧 Binbin and Sarah meet in front of the library. Listen and choose.,🎧 彬彬和萨拉在图书馆前相遇。请听录音并选择答案。
30,【Listening Questions】,【听力选择题】
30,1️⃣ What are Binbin and Sarah preparing for?,1️⃣ 彬彬和萨拉在为什么做准备？
30,A. Today's class talk.,A. 今天的课堂发言。
30,B. Next week's class talk.,B. 下周的课堂发言。
30,✅ Correct answer: B,✅ 正确答案：B
30,C. A test.,C. 一次测验。
30,2️⃣ What does Binbin think of the website?,2️⃣ 彬彬对那个网站有什么看法？
30,A. Very good.,A. 非常好。
30,B. Not good enough.,B. 不够好。
30,✅ Correct answer: B,✅ 正确答案：B
30,C. Not good.,C. 不好。
30,【Dialogue】,【课堂对话原文】
30,👩‍🏫 Miss White: Class now we're going to discuss health.,👩‍🏫 怀特老师：全班同学，现在我们来讨论健康这个话题。
30,"👩‍🏫 Miss White: First, what is health?",👩‍🏫 怀特老师：首先，什么是健康？
30,🧒 Chen Jie: Health is having a good body and feeling happy.,🧒 陈洁：健康就是拥有好的身体状况，并且感到快乐。
30,"👩‍🏫 Miss White: Good, Chen Jie.",👩‍🏫 怀特老师：陈洁，说得很好。
30,"👩‍🏫 Miss White: So, how can we live a healthy life?",👩‍🏫 怀特老师：那么，我们怎样才能过上健康的生活呢？
30,👧 Sarah: We need to eat healthy food.,👧 萨拉：我们需要吃健康的食物。
30,👧 Sarah: We should exercise too.,👧 萨拉：我们也应该锻炼身体。
30,"👩‍🏫 Miss White: That's right. What do you think, Binbin?",👩‍🏫 怀特老师：说得对。彬彬，你怎么想？
30,🧒 Binbin: I think our family and friends are also important for a healthy life.,🧒 彬彬：我认为家人和朋友对健康的生活同样重要。
30,"🧒 Chen Jie: Yes, it's always good to talk to our family and friends.",🧒 陈洁：是的，和家人与朋友交谈总是有益处的。
30,"👩‍🏫 Miss White: Good job, everyone!",👩‍🏫 怀特老师：大家都做得很好！
30,【Post-class Thinking】,【课后思考问题】
30,❓ What are the students' answers to Miss White's second question?,❓ 学生们对怀特老师第二个问题的回答是什么？
30,❓ Do you agree with them?,❓ 你同意他们的观点吗？
30,【Discuss and make a mind map】,【讨论并制作思维导图】
30,🧠 Central Word: Healthy life,🧠 思维导图中心词：健康的生活
30,【Mind Map Branches】,【思维导图分支】
30,├─ Sleep well.,├─ 好好睡觉。
30,├─ Eat healthy food.,├─ 吃健康的食物。
30,├─ Drink enough water.,├─ 喝足够的水。
30,└─ Take care of your eyes and teeth.,└─ 照顾好你的眼睛和牙齿。
30,【Model Sentences】,【课堂讨论示范句】
30,🙋 How can we live a healthy life?,🙋 我们怎样才能过上健康的生活？
30,💬 We need to eat healthy food.,💬 我们需要吃健康的食物。
30,💬 We should sleep well. And we can ...,💬 我们应该好好睡觉。而且我们还可以……
31,【Let's learn】,【我们来学习】
31,📋 Title: Healthy life,📋 标题：健康的生活
31,• Have a healthy diet. 🍎,• 保持健康的饮食习惯。🍎
31,• Don't stay up late. 🌙,• 不要熬夜。🌙
31,• Exercise often. 🏃,• 经常锻炼身体。🏃
31,• Think about happy things. 😊,• 多想想开心的事。😊
31,• Join clubs and teams. 🏅,• 加入兴趣小组和团队。🏅
31,• Have fun with your friends and family. 👨‍👩‍👧,• 和你的朋友及家人一起享受乐趣。👨‍👩‍👧
31,【Model Question】,【示范问句】
31,❓ How can we live a healthy life?,❓ 我们怎样才能过上健康的生活？
31,【Discuss and make a plan】,【讨论并制定计划】
31,💬 How can you live a healthy life? What is your plan?,💬 你怎样才能过上健康的生活？你的计划是什么？
31,👧 Questioner: How can you live a healthy life?,👧 提问者：你怎样才能过上健康的生活？
31,👩 Respondent: I can exercise often.,👩 回答者：我可以经常锻炼。
31,Jump rope or play ball games every day.,每天跳绳或打球。
31,And I should ...,而且我应该……
31,【Plan List】,【计划清单】
31,⭐ Jump rope or play ball games every day.,⭐ 每天跳绳或打球。
32,【Read and write】 🎧,【读写练习】 🎧
32,❓ Look at the pictures. How do they feel?,❓ 看图片。他们感觉怎么样？
32,❓ Did you feel this way before? Why?,❓ 你以前有过这种感受吗？为什么？
32,【Emotion Icons】,【情绪图标】
32,,😢 Sad 😢 伤心
32,😂 Laughing happily,😂 开心大笑
32,😟 Worried/Nervous,😟 烦恼/紧张
32,😒 Uncomfortable/Sick,😒 不舒服/生病
32,📌 Paragraph 1,📌 段落一
32,😢 Liu Jia was crying.,😢 刘佳在哭泣。
32,So Miss White asked her,于是怀特老师问她：
32,"What's the matter, Liu Jia? You look sad.",怎么了，刘佳？你看起来很难过。
32,Liu Jia answered,刘佳回答道：
32,I'm feeling down.,我心情很低落。
32,My good friend Lucy moved to another city.,我的好朋友露西搬到了另一个城市去了。
32,📌 Paragraph 2,📌 段落二
32,Miss White listened carefully and told Liu Jia,怀特老师仔细地听完，然后告诉刘佳：
32,Think about happy things.,多想想开心的事。
32,Call your friend or send her some emails.,给你的朋友打个电话，或者给她发几封邮件。
32,📌 Paragraph 3,📌 段落三
32,"I tried that, but I still feel unhappy, said Liu Jia.",我试过了，但我仍然感到不开心，刘佳说道。
32,📌 Paragraph 4,📌 段落四
32,Miss White gave her a glass of water.,怀特老师递给她一杯水。
32,Maybe you can do some exercise.,也许你可以做些运动。
32,Exercise may cheer you up!,运动也许能让你振作起来！
32,📌 Paragraph 5,📌 段落五
32,Join some after-school clubs and make new friends!,参加一些课外兴趣小组，结交新朋友！
32,"You can talk and have fun with them, added Miss White.",你可以和他们交流，一起开心，怀特老师补充道。
32,📌 Paragraph 6,📌 段落六
32,"I will try. Thank you, Miss White, said Liu Jia.",我会试试的。谢谢您，怀特老师，刘佳说。
32,✉️ Liu Jia's Reply Letter,✉️ 刘佳的回信
32,📮 Dear Miss White,📮 亲爱的怀特老师：
32,I often make video calls with my friend now.,我现在经常和我的朋友进行视频通话。
32,I also joined a ping-pong club and made some new friends.,我还加入了乒乓球俱乐部，结交了一些新朋友。
32,I feel much better.,我感觉好多了。
32,Thank you so much!,非常感谢您！
32,Liu Jia 😊,刘佳 😊
33,【Read and write T (True) or F (False)】,【判断正误】
33,📌 1. Liu Jia had a runny nose and felt unhappy. ( F ),📌 1. 刘佳流鼻涕并且感到不开心。（F）
33,✗ Wrong: Liu Jia was crying and feeling down — not having a runny nose.,✗ 错误：原文是她在哭泣，心情低落，并非流鼻涕。
33,📌 2. Liu Jia shared her feelings with Miss White. ( T ),📌 2. 刘佳与怀特老师分享了她的感受。（T）
33,✅ Correct,✅ 正确
33,📌 3. Liu Jia often makes video calls with her friend now. ( T ),📌 3. 刘佳现在经常与她的朋友进行视频通话。（T）
33,✅ Correct,✅ 正确
33,📌 4. Liu Jia called Miss White and thanked her. ( F ),📌 4. 刘佳打电话给怀特老师并向她道谢。（F）
33,✗ Wrong: Liu Jia wrote a letter to thank Miss White — not a phone call.,✗ 错误：刘佳是写信感谢的，而非打电话。
33,【Read the text again and fill in the blanks】,【再读课文并填空】
33,Problem: Liu Jia's good friend moved to another city.,问题：刘佳的好朋友___搬___到了另一个城市。
33,【Solutions】,【解决方案】
33,├─ Think about happy things.,├─ 多想想___开心___的___事___。
33,├─ Call her friend or send her emails.,├─ 给___她的朋友___打电话___或___发___邮件。
33,├─ Do some exercise.,├─ 做___一些运动。
33,└─ Join after-school clubs and make new friends.,└─ 参加课外___兴趣小组___并结交___新朋友___。
33,【Write some suggestions】,【给下面的孩子写一些建议】
33,🤧 Picture 1: Child with a cold,🤧 图一：感冒流涕的孩子
33,You should rest at home and drink more water.,你应该在家休息并多喝水。
33,Then you will feel better soon.,这样你很快就会好起来。
33,😤 Picture 2: Child feeling upset,😤 图二：情绪低落/生气的孩子
33,You should think about happy things and talk to your friends.,你应该多想想开心的事，和朋友聊聊天。
33,Then you will feel happy again.,这样你就会重新快乐起来。
33,🐰 Picture 3: Child alone with pet,🐰 图三：独自陪宠物的孩子
33,You should join some clubs and make new friends.,你应该参加一些兴趣小组并结交新朋友。
33,Then you can have fun with them.,这样你就可以和他们一起开心了。
34,🅲 Project: Make a healthy lifestyle pamphlet,🅲 项目：制作一份健康生活方式的小册子
34,1️⃣ Why aren't these people feeling well? Listen and complete the sentences. 🎧,1️⃣ 为什么这些人感觉不舒服？听录音并完成句子。🎧
34,"👦🤧 1. John has a ＿＿＿＿, a ＿＿＿＿ and a ＿＿＿＿.",👦🤧 1. 约翰（John）有＿＿＿＿，＿＿＿＿和＿＿＿＿。
34,,【参考答案】
34,"👦🤧 1. John has a cold, a fever and a cough.",👦🤧 1. 约翰有感冒，发烧和咳嗽。
34,He should see a doctor.,他应该去看医生。
34,🧒🎂 2. Binbin ate too much cake. He should ＿＿＿＿＿＿＿＿＿＿＿＿.,🧒🎂 2. 彬彬吃了太多蛋糕。他应该＿＿＿＿＿＿＿＿＿＿＿＿。
34,👩😴 3. Sarah's mum is tired. She shouldn't ＿＿＿＿＿＿＿＿＿＿＿＿.,👩😴 3. 莎拉的妈妈很累。她不应该＿＿＿＿＿＿＿＿＿＿＿＿。
34,👧😢 4. Amy feels sad. She should ＿＿＿＿＿＿＿＿＿＿＿＿,👧😢 4. 艾米（Amy）感到伤心。她应该＿＿＿＿＿＿＿＿＿＿＿＿
34,,【参考答案】
34,🧒🎂 2. Binbin ate too much cake. He should drink some water and have a rest.,🧒🎂 2. 彬彬吃了太多蛋糕。他应该喝些水并且休息一下。
34,👩😴 3. Sarah's mum is tired. She shouldn't stay up late and work too hard.,👩😴 3. 莎拉的妈妈很累。她不应该熬夜和过度劳累。
34,👧😢 4. Amy feels sad. She should talk to her friends and family,👧😢 4. 艾米感到伤心。她应该和朋友及家人聊聊天
34,and join some clubs.,并且加入一些社团。
34,2️⃣ How can we live a healthy life? Make a list and discuss in groups.,2️⃣ 我们怎样才能过上健康的生活？列一个清单并分组讨论。
34,🌟 Healthy Life,🌟 健康生活
34,🏃 physical,🏃 身体健康
34,🧠 mental,🧠 心理健康
34,🤝 social,🤝 社交健康
34,🥗 Eat healthy food.,🥗 吃健康的食物。
34,🌙 Don't stay up late.,🌙 不要熬夜。
34,🏋️ Exercise often.,🏋️ 经常锻炼。
34,😌 It's OK to feel bad.,😌 感到难过是没关系的。
34,🌬️ Take a deep breath.,🌬️ 做一个深呼吸。
34,👨‍👩‍👧 Have fun with your family.,👨‍👩‍👧 和家人一起享受乐趣。
34,🙋 Be a volunteer.,🙋 做一名志愿者。
34,🗣️ We need to eat healthy food and drink enough water.,🗣️ 我们需要吃健康的食物并喝足够的水。
34,🗣️ It's OK to feel sad. We can talk to our friends.,🗣️ 感到伤心是没关系的。我们可以和朋友聊聊天。
34,🗣️ It's always good to talk to our family.,🗣️ 和家人交谈总是有益的。
35,3️⃣ Make your healthy lifestyle pamphlet.,3️⃣ 制作你的健康生活方式小册子。
35,🏃 Take care of your body,🏃 照顾好你的身体
35,Don't stay up late.,不要熬夜。
35,＿＿＿＿＿＿＿＿,
35,＿＿＿＿＿＿＿＿,
35,😊 Make yourself feel good,😊 让自己感觉良好
35,Think about happy things.,想想开心的事情。
35,＿＿＿＿＿＿＿＿,
35,＿＿＿＿＿＿＿＿,
35,🤝 Be friendly with people around you,🤝 对你周围的人友好
35,Join clubs and teams.,加入社团和团队。
35,＿＿＿＿＿＿＿＿,
35,＿＿＿＿＿＿＿＿,
35,4️⃣ Share your pamphlet in class.,4️⃣ 在课堂上分享你的小册子。
35,"👩‍🏫 How can we live a healthy life? First, we should take care of our body. Then …",👩‍🏫 我们怎样才能过上健康的生活？首先，我们应该照顾好自己的身体。然后……
35,📋 Self-assessment,📋 自我评价
35,I can describe illnesses and show care for others.,我能描述疾病并表达对他人的关心。
35,I can suggest ways to live a healthy life.,我能提出过健康生活的方式。
35,I can give suggestions to friends who feel bad.,我能给感觉不好的朋友提出建议。
35,I can identify friends' problems and write solutions.,我能发现朋友的问题并写出解决方案。
35,,【参考答案】
35,3️⃣ Healthy lifestyle pamphlet reference answers,3️⃣ 健康生活方式小册子参考答案
35,🏃 Take care of your body,🏃 照顾好你的身体
35,Don't stay up late.,不要熬夜。
35,Drink enough water every day.,每天喝足够的水。
35,Exercise often.,经常锻炼。
35,Eat healthy food.,吃健康的食物。
35,😊 Make yourself feel good,😊 让自己感觉良好
35,Think about happy things.,想想开心的事情。
35,Take a deep breath when you feel sad.,当你感到伤心时做一个深呼吸。
35,Talk to your friends or family.,和你的朋友或家人聊聊天。
35,Do things you enjoy.,做你喜欢的事情。
35,🤝 Be friendly with people around you,🤝 对你周围的人友好
35,Join clubs and teams.,加入社团和团队。
35,Help others when they need you.,在别人需要你的时候帮助他们。
35,Be a volunteer.,做一名志愿者。
35,Spend time with your family.,花时间陪伴你的家人。
36,📖 Reading time,📖 阅读时间
36,"🖐️✋ 1. My name is Right Hand. This is my twin brother, Left Hand.",🖐️✋ 1. 我的名字叫右手（Right Hand）。这是我的双胞胎兄弟，左手（Left Hand）。
36,"🧒🍎 2. One day, our master didn't wash us and ate his food. He felt ill the next day. Now he washes us before every meal.",🧒🍎 2. 有一天，我们的主人没有洗手就吃东西了。他第二天感觉不舒服。现在他每次吃饭前都会洗手。
36,"🤧🧴 3. On another day, our master had a bad cold. He had a runny nose and a cough. We wiped his nose and covered his mouth with a tissue. We're important for his physical health.",🤧🧴 3. 又有一天，我们的主人得了重感冒。他流鼻涕还咳嗽。我们帮他擦鼻子，并用纸巾捂住他的嘴巴。我们对他的身体健康很重要。
36,"🎨📚 4. We're also important for his mental and social health. One day, our master felt unhappy. But we helped him make handicrafts. He felt happy again.",🎨📚 4. 我们对他的心理健康和社交健康也很重要。有一天，我们的主人感到不开心。但我们帮助他制作了手工艺品。他又开心起来了。
37,"👨‍👩‍👧 5. Our master also cooked food for his parents and sister. They thanked him and said, ""You have really great hands!""","👨‍👩‍👧 5. 我们的主人还为他的父母和妹妹做了饭。他们感谢他并说：""你真的有一双了不起的手！"""
37,🏅🤜🤛 6. We're important for our master and his friends. He uses us to give them a high five.,🏅🤜🤛 6. 我们对我们的主人和他的朋友们很重要。他用我们来和他们击掌。
37,🖐️✨ We really are helping hands!,🖐️✨ 我们真的是一双助人的手！
